timestamp,floor,zone,category,power_watt,kwh
2025-03-08 08:00:00,3,IT,IT,138.29,0.138
2025-03-08 08:00:00,3,IT,ELEVATOR,637.46,0.637
2025-03-08 08:00:00,3,IT,OTHER,28.44,0.028
2025-03-08 08:00:00,4,Legal,AC,756.66,0.757
2025-03-08 08:00:00,4,Legal,LIGHTING,129.99,0.13
2025-03-08 08:00:00,4,Legal,IT,121.89,0.122
2025-03-08 08:00:00,4,Legal,OTHER,49.16,0.049
2025-03-08 08:00:00,5,Finance,AC,799.54,0.8
2025-03-08 08:00:00,5,Finance,LIGHTING,114.45,0.114
2025-03-08 08:00:00,5,Finance,IT,75.81,0.076
2025-03-08 08:00:00,5,Finance,OTHER,65.94,0.066
2025-03-08 08:00:00,6,Marketing,AC,646.04,0.646
2025-03-08 08:00:00,6,Marketing,LIGHTING,144.66,0.145
2025-03-08 08:00:00,6,Marketing,IT,131.48,0.131
2025-03-08 08:00:00,6,Marketing,OTHER,36.41,0.036
2025-03-08 08:00:00,7,Management,AC,666.59,0.667
2025-03-08 08:00:00,7,Management,LIGHTING,141.07,0.141
2025-03-08 08:00:00,7,Management,IT,134.4,0.134
2025-03-08 08:00:00,7,Management,OTHER,44.12,0.044
2025-03-08 08:00:00,8,Executive Office,AC,783.42,0.783
2025-03-08 08:00:00,8,Executive Office,LIGHTING,93.33,0.093
2025-03-08 08:00:00,8,Executive Office,IT,137.0,0.137
2025-03-08 08:00:00,8,Executive Office,OTHER,31.08,0.031
2025-03-08 09:00:00,1,Lobby,AC,771.58,0.772
2025-03-08 09:00:00,1,Lobby,LIGHTING,122.28,0.122
2025-03-08 09:00:00,1,Lobby,IT,128.71,0.129
2025-03-08 09:00:00,1,Lobby,ELEVATOR,583.66,0.584
2025-03-08 09:00:00,1,Lobby,OTHER,42.95,0.043
2025-03-08 09:00:00,2,HR,AC,686.17,0.686
2025-03-08 09:00:00,2,HR,LIGHTING,122.69,0.123
2025-03-08 09:00:00,2,HR,IT,135.4,0.135
2025-03-08 09:00:00,2,HR,OTHER,63.46,0.063
2025-03-08 09:00:00,3,IT,AC,746.18,0.746
2025-03-08 09:00:00,3,IT,LIGHTING,107.9,0.108
2025-03-08 09:00:00,3,IT,IT,105.76,0.106
2025-03-08 09:00:00,3,IT,ELEVATOR,641.77,0.642
2025-03-08 09:00:00,3,IT,OTHER,39.73,0.04
2025-03-08 09:00:00,4,Legal,AC,730.96,0.731
2025-03-08 09:00:00,4,Legal,LIGHTING,86.15,0.086
2025-03-08 09:00:00,4,Legal,IT,75.22,0.075
2025-03-08 09:00:00,4,Legal,OTHER,66.84,0.067
2025-03-08 09:00:00,5,Finance,AC,779.26,0.779
2025-03-08 09:00:00,5,Finance,LIGHTING,135.98,0.136
2025-03-08 09:00:00,5,Finance,IT,109.66,0.11
2025-03-08 09:00:00,5,Finance,OTHER,70.19,0.07
2025-03-08 09:00:00,6,Marketing,AC,609.64,0.61
2025-03-08 09:00:00,6,Marketing,LIGHTING,132.88,0.133
2025-03-08 09:00:00,6,Marketing,IT,69.87,0.07
2025-03-08 09:00:00,6,Marketing,OTHER,48.65,0.049
2025-03-08 09:00:00,7,Management,AC,630.34,0.63
2025-03-08 09:00:00,7,Management,LIGHTING,140.89,0.141
2025-03-08 09:00:00,7,Management,IT,148.44,0.148
2025-03-08 09:00:00,7,Management,OTHER,21.88,0.022
2025-03-08 09:00:00,8,Executive Office,AC,746.6,0.747
2025-03-08 09:00:00,8,Executive Office,LIGHTING,107.36,0.107
2025-03-08 09:00:00,8,Executive Office,IT,69.54,0.07
2025-03-08 09:00:00,8,Executive Office,OTHER,54.31,0.054
2025-03-08 10:00:00,1,Lobby,AC,670.17,0.67
2025-03-08 10:00:00,1,Lobby,LIGHTING,104.88,0.105
2025-03-08 10:00:00,1,Lobby,IT,84.75,0.085
2025-03-08 10:00:00,1,Lobby,ELEVATOR,625.35,0.625
2025-03-08 10:00:00,1,Lobby,OTHER,22.8,0.023
2025-03-08 10:00:00,2,HR,AC,630.34,0.63
2025-03-08 10:00:00,2,HR,LIGHTING,97.77,0.098
2025-03-08 10:00:00,2,HR,IT,109.38,0.109
2025-03-08 10:00:00,2,HR,OTHER,26.97,0.027
2025-03-08 10:00:00,3,IT,AC,721.35,0.721
2025-03-08 10:00:00,3,IT,LIGHTING,85.92,0.086
2025-03-08 10:00:00,3,IT,IT,139.38,0.139
2025-03-08 10:00:00,3,IT,ELEVATOR,539.92,0.54
2025-03-08 10:00:00,3,IT,OTHER,60.22,0.06
2025-03-08 10:00:00,4,Legal,AC,797.89,0.798
2025-03-08 10:00:00,4,Legal,LIGHTING,135.15,0.135
2025-03-08 10:00:00,4,Legal,IT,78.61,0.079
2025-03-08 10:00:00,4,Legal,OTHER,78.82,0.079
2025-03-08 10:00:00,5,Finance,AC,736.78,0.737
2025-03-08 10:00:00,5,Finance,LIGHTING,95.25,0.095
2025-03-08 10:00:00,5,Finance,IT,137.05,0.137
2025-03-08 10:00:00,5,Finance,OTHER,50.45,0.05
2025-03-08 10:00:00,6,Marketing,AC,798.82,0.799
2025-03-08 10:00:00,6,Marketing,LIGHTING,113.09,0.113
2025-03-08 10:00:00,6,Marketing,IT,77.31,0.077
2025-03-08 10:00:00,6,Marketing,OTHER,49.31,0.049
2025-03-08 10:00:00,7,Management,AC,746.89,0.747
2025-03-08 10:00:00,7,Management,LIGHTING,120.14,0.12
2025-03-08 10:00:00,7,Management,IT,118.16,0.118
2025-03-08 10:00:00,7,Management,OTHER,26.92,0.027
2025-03-08 10:00:00,8,Executive Office,AC,625.51,0.626
2025-03-08 10:00:00,8,Executive Office,LIGHTING,123.81,0.124
2025-03-08 10:00:00,8,Executive Office,IT,115.36,0.115
2025-03-08 10:00:00,8,Executive Office,OTHER,72.27,0.072
2025-03-08 11:00:00,1,Lobby,AC,757.77,0.758
2025-03-08 11:00:00,1,Lobby,LIGHTING,100.44,0.1
2025-03-08 11:00:00,1,Lobby,IT,145.99,0.146
2025-03-08 11:00:00,1,Lobby,ELEVATOR,404.67,0.405
2025-03-08 11:00:00,1,Lobby,OTHER,64.51,0.065
2025-03-08 11:00:00,2,HR,AC,751.88,0.752
2025-03-08 11:00:00,2,HR,LIGHTING,129.73,0.13
2025-03-08 11:00:00,2,HR,IT,96.08,0.096
2025-03-08 11:00:00,2,HR,OTHER,71.87,0.072
2025-03-08 11:00:00,3,IT,AC,787.84,0.788
2025-03-08 11:00:00,3,IT,LIGHTING,108.8,0.109
2025-03-08 11:00:00,3,IT,IT,113.08,0.113
2025-03-08 11:00:00,3,IT,ELEVATOR,560.58,0.561
2025-03-08 11:00:00,3,IT,OTHER,71.05,0.071
2025-03-08 11:00:00,4,Legal,AC,758.42,0.758
2025-03-08 11:00:00,4,Legal,LIGHTING,113.53,0.114
2025-03-08 11:00:00,4,Legal,IT,108.78,0.109
2025-03-08 11:00:00,4,Legal,OTHER,44.09,0.044
2025-03-08 11:00:00,5,Finance,AC,781.65,0.782
2025-03-08 11:00:00,5,Finance,LIGHTING,134.64,0.135
2025-03-08 11:00:00,5,Finance,IT,145.29,0.145
2025-03-08 11:00:00,5,Finance,OTHER,30.47,0.03
2025-03-08 11:00:00,6,Marketing,AC,676.44,0.676
2025-03-08 11:00:00,6,Marketing,LIGHTING,113.4,0.113
2025-03-08 11:00:00,6,Marketing,IT,126.23,0.126
2025-03-08 11:00:00,6,Marketing,OTHER,39.99,0.04
2025-03-08 11:00:00,7,Management,AC,767.52,0.768
2025-03-08 11:00:00,7,Management,LIGHTING,101.09,0.101
2025-03-08 11:00:00,7,Management,IT,112.58,0.113
2025-03-08 11:00:00,7,Management,OTHER,61.05,0.061
2025-03-08 11:00:00,8,Executive Office,AC,771.76,0.772
2025-03-08 11:00:00,8,Executive Office,LIGHTING,117.52,0.118
2025-03-08 11:00:00,8,Executive Office,IT,120.37,0.12
2025-03-08 11:00:00,8,Executive Office,OTHER,76.51,0.077
2025-03-08 12:00:00,1,Lobby,AC,794.12,0.794
2025-03-08 12:00:00,1,Lobby,LIGHTING,128.19,0.128
2025-03-08 12:00:00,1,Lobby,IT,92.26,0.092
2025-03-08 12:00:00,1,Lobby,ELEVATOR,535.43,0.535
2025-03-08 12:00:00,1,Lobby,OTHER,41.38,0.041
2025-03-08 12:00:00,2,HR,AC,642.48,0.642
2025-03-08 12:00:00,2,HR,LIGHTING,146.58,0.147
2025-03-08 12:00:00,2,HR,IT,123.83,0.124
2025-03-08 12:00:00,2,HR,OTHER,37.18,0.037
2025-03-08 12:00:00,3,IT,AC,724.25,0.724
2025-03-08 12:00:00,3,IT,LIGHTING,102.66,0.103
2025-03-08 12:00:00,3,IT,IT,80.39,0.08
2025-03-08 12:00:00,3,IT,ELEVATOR,438.37,0.438
2025-03-08 12:00:00,3,IT,OTHER,46.6,0.047
2025-03-08 12:00:00,4,Legal,AC,790.92,0.791
2025-03-08 12:00:00,4,Legal,LIGHTING,87.24,0.087
2025-03-08 12:00:00,4,Legal,IT,76.02,0.076
2025-03-08 12:00:00,4,Legal,OTHER,29.5,0.03
2025-03-08 12:00:00,5,Finance,AC,762.4,0.762
2025-03-08 12:00:00,5,Finance,LIGHTING,85.64,0.086
2025-03-08 12:00:00,5,Finance,IT,126.67,0.127
2025-03-08 12:00:00,5,Finance,OTHER,28.09,0.028
2025-03-08 12:00:00,6,Marketing,AC,781.48,0.781
2025-03-08 12:00:00,6,Marketing,LIGHTING,135.67,0.136
2025-03-08 12:00:00,6,Marketing,IT,71.67,0.072
2025-03-08 12:00:00,6,Marketing,OTHER,63.53,0.064
2025-03-08 12:00:00,7,Management,AC,694.24,0.694
2025-03-08 12:00:00,7,Management,LIGHTING,139.84,0.14
2025-03-08 12:00:00,7,Management,IT,94.12,0.094
2025-03-08 12:00:00,7,Management,OTHER,57.07,0.057
2025-03-08 12:00:00,8,Executive Office,AC,674.4,0.674
2025-03-08 12:00:00,8,Executive Office,LIGHTING,141.41,0.141
2025-03-08 12:00:00,8,Executive Office,IT,64.59,0.065
2025-03-08 12:00:00,8,Executive Office,OTHER,35.06,0.035
2025-03-08 13:00:00,1,Lobby,AC,688.1,0.688
2025-03-08 13:00:00,1,Lobby,LIGHTING,146.57,0.147
2025-03-08 13:00:00,1,Lobby,IT,103.2,0.103
2025-03-08 13:00:00,1,Lobby,ELEVATOR,539.0,0.539
2025-03-08 13:00:00,1,Lobby,OTHER,53.48,0.053
2025-03-08 13:00:00,2,HR,AC,720.19,0.72
2025-03-08 13:00:00,2,HR,LIGHTING,123.26,0.123
2025-03-08 13:00:00,2,HR,IT,130.67,0.131
2025-03-08 13:00:00,2,HR,OTHER,49.32,0.049
2025-03-08 13:00:00,3,IT,AC,743.77,0.744
2025-03-08 13:00:00,3,IT,LIGHTING,109.58,0.11
2025-03-08 13:00:00,3,IT,IT,135.62,0.136
2025-03-08 13:00:00,3,IT,ELEVATOR,454.24,0.454
2025-03-08 13:00:00,3,IT,OTHER,75.73,0.076
2025-03-08 13:00:00,4,Legal,AC,755.39,0.755
2025-03-08 13:00:00,4,Legal,LIGHTING,141.01,0.141
2025-03-08 13:00:00,4,Legal,IT,116.05,0.116
2025-03-08 13:00:00,4,Legal,OTHER,52.41,0.052
2025-03-08 13:00:00,5,Finance,AC,749.16,0.749
2025-03-08 13:00:00,5,Finance,LIGHTING,88.87,0.089
2025-03-08 13:00:00,5,Finance,IT,141.85,0.142
2025-03-08 13:00:00,5,Finance,OTHER,71.46,0.071
2025-03-08 13:00:00,6,Marketing,AC,711.66,0.712
2025-03-08 13:00:00,6,Marketing,LIGHTING,116.24,0.116
2025-03-08 13:00:00,6,Marketing,IT,126.77,0.127
2025-03-08 13:00:00,6,Marketing,OTHER,34.27,0.034
2025-03-08 13:00:00,7,Management,AC,696.41,0.696
2025-03-08 13:00:00,7,Management,LIGHTING,88.17,0.088
2025-03-08 13:00:00,7,Management,IT,144.08,0.144
2025-03-08 13:00:00,7,Management,OTHER,31.79,0.032
2025-03-08 13:00:00,8,Executive Office,AC,772.81,0.773
2025-03-08 13:00:00,8,Executive Office,LIGHTING,97.51,0.098
2025-03-08 13:00:00,8,Executive Office,IT,82.84,0.083
2025-03-08 13:00:00,8,Executive Office,OTHER,29.27,0.029
2025-03-08 14:00:00,1,Lobby,AC,643.18,0.643
2025-03-08 14:00:00,1,Lobby,LIGHTING,140.96,0.141
2025-03-08 14:00:00,1,Lobby,IT,80.49,0.08
2025-03-08 14:00:00,1,Lobby,ELEVATOR,636.85,0.637
2025-03-08 14:00:00,1,Lobby,OTHER,49.42,0.049
2025-03-08 14:00:00,2,HR,AC,615.45,0.615
2025-03-08 14:00:00,2,HR,LIGHTING,114.35,0.114
2025-03-08 14:00:00,2,HR,IT,65.31,0.065
2025-03-08 14:00:00,2,HR,OTHER,30.61,0.031
2025-03-08 14:00:00,3,IT,AC,681.98,0.682
2025-03-08 14:00:00,3,IT,LIGHTING,86.48,0.086
2025-03-08 14:00:00,3,IT,IT,92.07,0.092
2025-03-08 14:00:00,3,IT,ELEVATOR,537.25,0.537
2025-03-08 14:00:00,3,IT,OTHER,46.92,0.047
2025-03-08 14:00:00,4,Legal,AC,661.15,0.661
2025-03-08 14:00:00,4,Legal,LIGHTING,119.58,0.12
2025-03-08 14:00:00,4,Legal,IT,110.07,0.11
2025-03-08 14:00:00,4,Legal,OTHER,37.14,0.037
2025-03-08 14:00:00,5,Finance,AC,715.32,0.715
2025-03-08 14:00:00,5,Finance,LIGHTING,120.66,0.121
2025-03-08 14:00:00,5,Finance,IT,67.24,0.067
2025-03-08 14:00:00,5,Finance,OTHER,28.94,0.029
2025-03-08 14:00:00,6,Marketing,AC,779.0,0.779
2025-03-08 14:00:00,6,Marketing,LIGHTING,102.38,0.102
2025-03-08 14:00:00,6,Marketing,IT,116.9,0.117
2025-03-08 14:00:00,6,Marketing,OTHER,49.69,0.05
2025-03-08 14:00:00,7,Management,AC,607.9,0.608
2025-03-08 14:00:00,7,Management,LIGHTING,123.87,0.124
2025-03-08 14:00:00,7,Management,IT,103.46,0.103
2025-03-08 14:00:00,7,Management,OTHER,66.6,0.067
2025-03-08 14:00:00,8,Executive Office,AC,663.76,0.664
2025-03-08 14:00:00,8,Executive Office,LIGHTING,131.71,0.132
2025-03-08 14:00:00,8,Executive Office,IT,95.89,0.096
2025-03-08 14:00:00,8,Executive Office,OTHER,78.82,0.079
2025-03-08 15:00:00,1,Lobby,AC,610.99,0.611
2025-03-08 15:00:00,1,Lobby,LIGHTING,113.08,0.113
2025-03-08 15:00:00,1,Lobby,IT,118.21,0.118
2025-03-08 15:00:00,1,Lobby,ELEVATOR,678.57,0.679
2025-03-08 15:00:00,1,Lobby,OTHER,22.28,0.022
2025-03-08 15:00:00,2,HR,AC,688.35,0.688
2025-03-08 15:00:00,2,HR,LIGHTING,127.94,0.128
2025-03-08 15:00:00,2,HR,IT,102.66,0.103
2025-03-08 15:00:00,2,HR,OTHER,54.88,0.055
2025-03-08 15:00:00,3,IT,AC,747.28,0.747
2025-03-08 15:00:00,3,IT,LIGHTING,87.26,0.087
2025-03-08 15:00:00,3,IT,IT,102.92,0.103
2025-03-08 15:00:00,3,IT,ELEVATOR,445.49,0.445
2025-03-08 15:00:00,3,IT,OTHER,40.04,0.04
2025-03-08 15:00:00,4,Legal,AC,673.02,0.673
2025-03-08 15:00:00,4,Legal,LIGHTING,122.67,0.123
2025-03-08 15:00:00,4,Legal,IT,137.05,0.137
2025-03-08 15:00:00,4,Legal,OTHER,48.37,0.048
2025-03-08 15:00:00,5,Finance,AC,776.3,0.776
2025-03-08 15:00:00,5,Finance,LIGHTING,144.72,0.145
2025-03-08 15:00:00,5,Finance,IT,86.3,0.086
2025-03-08 15:00:00,5,Finance,OTHER,32.12,0.032
2025-03-08 15:00:00,6,Marketing,AC,672.5,0.673
2025-03-08 15:00:00,6,Marketing,LIGHTING,115.63,0.116
2025-03-08 15:00:00,6,Marketing,IT,139.23,0.139
2025-03-08 15:00:00,6,Marketing,OTHER,75.19,0.075
2025-03-08 15:00:00,7,Management,AC,609.82,0.61
2025-03-08 15:00:00,7,Management,LIGHTING,123.37,0.123
2025-03-08 15:00:00,7,Management,IT,86.24,0.086
2025-03-08 15:00:00,7,Management,OTHER,58.89,0.059
2025-03-08 15:00:00,8,Executive Office,AC,768.75,0.769
2025-03-08 15:00:00,8,Executive Office,LIGHTING,86.75,0.087
2025-03-08 15:00:00,8,Executive Office,IT,75.08,0.075
2025-03-08 15:00:00,8,Executive Office,OTHER,79.86,0.08
2025-03-08 16:00:00,1,Lobby,AC,743.43,0.743
2025-03-08 16:00:00,1,Lobby,LIGHTING,134.79,0.135
2025-03-08 16:00:00,1,Lobby,IT,76.16,0.076
2025-03-08 16:00:00,1,Lobby,ELEVATOR,664.27,0.664
2025-03-08 16:00:00,1,Lobby,OTHER,44.67,0.045
2025-03-08 16:00:00,2,HR,AC,747.58,0.748
2025-03-08 16:00:00,2,HR,LIGHTING,125.95,0.126
2025-03-08 16:00:00,2,HR,IT,133.74,0.134
2025-03-08 16:00:00,2,HR,OTHER,59.34,0.059
2025-03-08 16:00:00,3,IT,AC,751.25,0.751
2025-03-08 16:00:00,3,IT,LIGHTING,126.47,0.126
2025-03-08 16:00:00,3,IT,IT,141.75,0.142
2025-03-08 16:00:00,3,IT,ELEVATOR,593.31,0.593
2025-03-08 16:00:00,3,IT,OTHER,52.79,0.053
2025-03-08 16:00:00,4,Legal,AC,785.33,0.785
2025-03-08 16:00:00,4,Legal,LIGHTING,115.39,0.115
2025-03-08 16:00:00,4,Legal,IT,110.34,0.11
2025-03-08 16:00:00,4,Legal,OTHER,56.81,0.057
2025-03-08 16:00:00,5,Finance,AC,797.49,0.797
2025-03-08 16:00:00,5,Finance,LIGHTING,111.04,0.111
2025-03-08 16:00:00,5,Finance,IT,71.83,0.072
2025-03-08 16:00:00,5,Finance,OTHER,35.33,0.035
2025-03-08 16:00:00,6,Marketing,AC,639.67,0.64
2025-03-08 16:00:00,6,Marketing,LIGHTING,108.02,0.108
2025-03-08 16:00:00,6,Marketing,IT,94.34,0.094
2025-03-08 16:00:00,6,Marketing,OTHER,76.3,0.076
2025-03-08 16:00:00,7,Management,AC,618.39,0.618
2025-03-08 16:00:00,7,Management,LIGHTING,112.3,0.112
2025-03-08 16:00:00,7,Management,IT,66.98,0.067
2025-03-08 16:00:00,7,Management,OTHER,55.24,0.055
2025-03-08 16:00:00,8,Executive Office,AC,707.93,0.708
2025-03-08 16:00:00,8,Executive Office,LIGHTING,141.13,0.141
2025-03-08 16:00:00,8,Executive Office,IT,112.63,0.113
2025-03-08 16:00:00,8,Executive Office,OTHER,36.2,0.036
2025-03-08 17:00:00,1,Lobby,AC,676.34,0.676
2025-03-08 17:00:00,1,Lobby,LIGHTING,135.29,0.135
2025-03-08 17:00:00,1,Lobby,IT,137.44,0.137
2025-03-08 17:00:00,1,Lobby,ELEVATOR,649.29,0.649
2025-03-08 17:00:00,1,Lobby,OTHER,71.98,0.072
2025-03-08 17:00:00,2,HR,AC,688.53,0.689
2025-03-08 17:00:00,2,HR,LIGHTING,125.03,0.125
2025-03-08 17:00:00,2,HR,IT,114.04,0.114
2025-03-08 17:00:00,2,HR,OTHER,44.38,0.044
2025-03-08 17:00:00,3,IT,AC,641.35,0.641
2025-03-08 17:00:00,3,IT,LIGHTING,127.5,0.128
2025-03-08 17:00:00,3,IT,IT,127.34,0.127
2025-03-08 17:00:00,3,IT,ELEVATOR,496.6,0.497
2025-03-08 17:00:00,3,IT,OTHER,43.2,0.043
2025-03-08 17:00:00,4,Legal,AC,630.52,0.631
2025-03-08 17:00:00,4,Legal,LIGHTING,133.2,0.133
2025-03-08 17:00:00,4,Legal,IT,72.42,0.072
2025-03-08 17:00:00,4,Legal,OTHER,39.2,0.039
2025-03-08 17:00:00,5,Finance,AC,685.05,0.685
2025-03-08 17:00:00,5,Finance,LIGHTING,89.52,0.09
2025-03-08 17:00:00,5,Finance,IT,146.06,0.146
2025-03-08 17:00:00,5,Finance,OTHER,66.88,0.067
2025-03-08 17:00:00,6,Marketing,AC,749.32,0.749
2025-03-08 17:00:00,6,Marketing,LIGHTING,139.98,0.14
2025-03-08 17:00:00,6,Marketing,IT,129.84,0.13
2025-03-08 17:00:00,6,Marketing,OTHER,21.45,0.021
2025-03-08 17:00:00,7,Management,AC,786.19,0.786
2025-03-08 17:00:00,7,Management,LIGHTING,117.03,0.117
2025-03-08 17:00:00,7,Management,IT,134.61,0.135
2025-03-08 17:00:00,7,Management,OTHER,51.33,0.051
2025-03-08 17:00:00,8,Executive Office,AC,707.58,0.708
2025-03-08 17:00:00,8,Executive Office,LIGHTING,100.92,0.101
2025-03-08 17:00:00,8,Executive Office,IT,65.88,0.066
2025-03-08 17:00:00,8,Executive Office,OTHER,60.25,0.06
2025-03-08 18:00:00,1,Lobby,AC,726.2,0.726
2025-03-08 18:00:00,1,Lobby,LIGHTING,123.55,0.124
2025-03-08 18:00:00,1,Lobby,IT,133.92,0.134
2025-03-08 18:00:00,1,Lobby,ELEVATOR,507.4,0.507
2025-03-08 18:00:00,1,Lobby,OTHER,60.49,0.06
2025-03-08 18:00:00,2,HR,AC,673.16,0.673
2025-03-08 18:00:00,2,HR,LIGHTING,119.02,0.119
2025-03-08 18:00:00,2,HR,IT,68.79,0.069
2025-03-08 18:00:00,2,HR,OTHER,29.66,0.03
2025-03-08 18:00:00,3,IT,AC,769.07,0.769
2025-03-08 18:00:00,3,IT,LIGHTING,110.26,0.11
2025-03-08 18:00:00,3,IT,IT,61.24,0.061
2025-03-08 18:00:00,3,IT,ELEVATOR,609.16,0.609
2025-03-08 18:00:00,3,IT,OTHER,39.7,0.04
2025-03-08 18:00:00,4,Legal,AC,657.18,0.657
2025-03-08 18:00:00,4,Legal,LIGHTING,97.49,0.097
2025-03-08 18:00:00,4,Legal,IT,102.25,0.102
2025-03-08 18:00:00,4,Legal,OTHER,36.56,0.037
2025-03-08 18:00:00,5,Finance,AC,788.54,0.789
2025-03-08 18:00:00,5,Finance,LIGHTING,149.6,0.15
2025-03-08 18:00:00,5,Finance,IT,119.82,0.12
2025-03-08 18:00:00,5,Finance,OTHER,62.9,0.063
2025-03-08 18:00:00,6,Marketing,AC,799.25,0.799
2025-03-08 18:00:00,6,Marketing,LIGHTING,98.85,0.099
2025-03-08 18:00:00,6,Marketing,IT,113.0,0.113
2025-03-08 18:00:00,6,Marketing,OTHER,55.1,0.055
2025-03-08 18:00:00,7,Management,AC,657.75,0.658
2025-03-08 18:00:00,7,Management,LIGHTING,83.09,0.083
2025-03-08 18:00:00,7,Management,IT,132.57,0.133
2025-03-08 18:00:00,7,Management,OTHER,67.44,0.067
2025-03-08 18:00:00,8,Executive Office,AC,688.64,0.689
2025-03-08 18:00:00,8,Executive Office,LIGHTING,88.86,0.089
2025-03-08 18:00:00,8,Executive Office,IT,101.45,0.101
2025-03-08 18:00:00,8,Executive Office,OTHER,53.96,0.054
2025-03-08 19:00:00,1,Lobby,AC,702.93,0.703
2025-03-08 19:00:00,1,Lobby,LIGHTING,88.72,0.089
2025-03-08 19:00:00,1,Lobby,IT,147.92,0.148
2025-03-08 19:00:00,1,Lobby,ELEVATOR,615.13,0.615
2025-03-08 19:00:00,1,Lobby,OTHER,64.72,0.065
2025-03-08 19:00:00,2,HR,AC,752.52,0.753
2025-03-08 19:00:00,2,HR,LIGHTING,90.65,0.091
2025-03-08 19:00:00,2,HR,IT,111.89,0.112
2025-03-08 19:00:00,2,HR,OTHER,54.62,0.055
2025-03-08 19:00:00,3,IT,AC,647.98,0.648
2025-03-08 19:00:00,3,IT,LIGHTING,83.79,0.084
2025-03-08 19:00:00,3,IT,IT,76.39,0.076
2025-03-08 19:00:00,3,IT,ELEVATOR,545.76,0.546
2025-03-08 19:00:00,3,IT,OTHER,55.58,0.056
2025-03-08 19:00:00,4,Legal,AC,724.04,0.724
2025-03-08 19:00:00,4,Legal,LIGHTING,85.17,0.085
2025-03-08 19:00:00,4,Legal,IT,61.17,0.061
2025-03-08 19:00:00,4,Legal,OTHER,49.14,0.049
2025-03-08 19:00:00,5,Finance,AC,773.82,0.774
2025-03-08 19:00:00,5,Finance,LIGHTING,86.98,0.087
2025-03-08 19:00:00,5,Finance,IT,67.23,0.067
2025-03-08 19:00:00,5,Finance,OTHER,28.56,0.029
2025-03-08 19:00:00,6,Marketing,AC,664.87,0.665
2025-03-08 19:00:00,6,Marketing,LIGHTING,131.11,0.131
2025-03-08 19:00:00,6,Marketing,IT,105.02,0.105
2025-03-08 19:00:00,6,Marketing,OTHER,42.91,0.043
2025-03-08 19:00:00,7,Management,AC,706.98,0.707
2025-03-08 19:00:00,7,Management,LIGHTING,116.66,0.117
2025-03-08 19:00:00,7,Management,IT,141.02,0.141
2025-03-08 19:00:00,7,Management,OTHER,75.3,0.075
2025-03-08 19:00:00,8,Executive Office,AC,610.6,0.611
2025-03-08 19:00:00,8,Executive Office,LIGHTING,95.1,0.095
2025-03-08 19:00:00,8,Executive Office,IT,97.46,0.097
2025-03-08 19:00:00,8,Executive Office,OTHER,27.59,0.028
2025-03-08 20:00:00,1,Lobby,AC,716.03,0.716
2025-03-08 20:00:00,1,Lobby,LIGHTING,115.2,0.115
2025-03-08 20:00:00,1,Lobby,IT,120.66,0.121
2025-03-08 20:00:00,1,Lobby,ELEVATOR,526.43,0.526
2025-03-08 20:00:00,1,Lobby,OTHER,56.22,0.056
2025-03-08 20:00:00,2,HR,AC,613.41,0.613
2025-03-08 20:00:00,2,HR,LIGHTING,118.4,0.118
2025-03-08 20:00:00,2,HR,IT,119.22,0.119
2025-03-08 20:00:00,2,HR,OTHER,61.41,0.061
2025-03-08 20:00:00,3,IT,AC,706.66,0.707
2025-03-08 20:00:00,3,IT,LIGHTING,129.31,0.129
2025-03-08 20:00:00,3,IT,IT,122.46,0.122
2025-03-08 20:00:00,3,IT,ELEVATOR,432.92,0.433
2025-03-08 20:00:00,3,IT,OTHER,39.13,0.039
2025-03-08 20:00:00,4,Legal,AC,666.05,0.666
2025-03-08 20:00:00,4,Legal,LIGHTING,90.25,0.09
2025-03-08 20:00:00,4,Legal,IT,74.55,0.075
2025-03-08 20:00:00,4,Legal,OTHER,72.99,0.073
2025-03-08 20:00:00,5,Finance,AC,647.94,0.648
2025-03-08 20:00:00,5,Finance,LIGHTING,98.18,0.098
2025-03-08 20:00:00,5,Finance,IT,70.44,0.07
2025-03-08 20:00:00,5,Finance,OTHER,30.57,0.031
2025-03-08 20:00:00,6,Marketing,AC,616.12,0.616
2025-03-08 20:00:00,6,Marketing,LIGHTING,142.07,0.142
2025-03-08 20:00:00,6,Marketing,IT,112.77,0.113
2025-03-08 20:00:00,6,Marketing,OTHER,36.94,0.037
2025-03-08 20:00:00,7,Management,AC,764.38,0.764
2025-03-08 20:00:00,7,Management,LIGHTING,127.0,0.127
2025-03-08 20:00:00,7,Management,IT,143.06,0.143
2025-03-08 20:00:00,7,Management,OTHER,32.2,0.032
2025-03-08 20:00:00,8,Executive Office,AC,670.57,0.671
2025-03-08 20:00:00,8,Executive Office,LIGHTING,109.12,0.109
2025-03-08 20:00:00,8,Executive Office,IT,69.94,0.07
2025-03-08 20:00:00,8,Executive Office,OTHER,42.96,0.043
2025-03-08 21:00:00,1,Lobby,AC,690.45,0.69
2025-03-08 21:00:00,1,Lobby,LIGHTING,88.6,0.089
2025-03-08 21:00:00,1,Lobby,IT,137.4,0.137
2025-03-08 21:00:00,1,Lobby,ELEVATOR,511.44,0.511
2025-03-08 21:00:00,1,Lobby,OTHER,78.47,0.078
2025-03-08 21:00:00,2,HR,AC,697.03,0.697
2025-03-08 21:00:00,2,HR,LIGHTING,91.81,0.092
2025-03-08 21:00:00,2,HR,IT,60.68,0.061
